cal_date,portfolio_id,portfolio_name,loss_rate_percent
2020-06-30,1,Residential_Mortgages,0.7145
2020-07-31,1,Residential_Mortgages,0.8034
2020-08-31,1,Residential_Mortgages,0.751
2020-09-30,1,Residential_Mortgages,0.8103
2020-10-31,1,Residential_Mortgages,0.7101
2020-11-30,1,Residential_Mortgages,0.6694
2020-12-31,1,Residential_Mortgages,0.6343
2021-01-31,1,Residential_Mortgages,0.4988
2021-02-28,1,Residential_Mortgages,0.6125
2021-03-31,1,Residential_Mortgages,0.5772
2021-04-30,1,Residential_Mortgages,0.6126
2021-05-31,1,Residential_Mortgages,0.7028
2021-06-30,1,Residential_Mortgages,0.7704
2021-07-31,1,Residential_Mortgages,0.8533
2021-08-31,1,Residential_Mortgages,0.8189
2021-09-30,1,Residential_Mortgages,0.7484
2021-10-31,1,Residential_Mortgages,0.7374
2021-11-30,1,Residential_Mortgages,0.5164
2021-12-31,1,Residential_Mortgages,0.3713
2022-01-31,1,Residential_Mortgages,0.2716
2022-02-28,1,Residential_Mortgages,0.2349
2022-03-31,1,Residential_Mortgages,0.3899
2022-04-30,1,Residential_Mortgages,0.3416
2022-05-31,1,Residential_Mortgages,0.3725
2022-06-30,1,Residential_Mortgages,0.6187
2022-07-31,1,Residential_Mortgages,0.5972
2022-08-31,1,Residential_Mortgages,0.7243
2022-09-30,1,Residential_Mortgages,0.6054
2022-10-31,1,Residential_Mortgages,0.6064
2022-11-30,1,Residential_Mortgages,0.5089
2022-12-31,1,Residential_Mortgages,0.5116
2023-01-31,1,Residential_Mortgages,0.6694
2023-02-28,1,Residential_Mortgages,0.4567
2023-03-31,1,Residential_Mortgages,0.5719
2023-04-30,1,Residential_Mortgages,0.6381
2023-05-31,1,Residential_Mortgages,0.5813
2023-06-30,1,Residential_Mortgages,0.4233
2023-07-31,1,Residential_Mortgages,0.4974
2023-08-31,1,Residential_Mortgages,0.4772
2023-09-30,1,Residential_Mortgages,0.5617
2023-10-31,1,Residential_Mortgages,0.6014
2023-11-30,1,Residential_Mortgages,0.8418
2023-12-31,1,Residential_Mortgages,0.791
2014-01-31,2,Commercial_Loans,1.2813
2014-02-28,2,Commercial_Loans,1.3225
2014-03-31,2,Commercial_Loans,1.3626
2014-04-30,2,Commercial_Loans,1.5376
2014-05-31,2,Commercial_Loans,1.6216
2014-06-30,2,Commercial_Loans,1.6337
2014-07-31,2,Commercial_Loans,1.781
2014-08-31,2,Commercial_Loans,1.5779
2014-09-30,2,Commercial_Loans,1.4732
2014-10-31,2,Commercial_Loans,1.3487
2014-11-30,2,Commercial_Loans,1.3094
2014-12-31,2,Commercial_Loans,1.1537
2015-01-31,2,Commercial_Loans,1.2705
2015-02-28,2,Commercial_Loans,1.2636
2015-03-31,2,Commercial_Loans,1.1032
2015-04-30,2,Commercial_Loans,1.0232
2015-05-31,2,Commercial_Loans,1.1197
2015-06-30,2,Commercial_Loans,1.2667
2015-07-31,2,Commercial_Loans,1.5351
2015-08-31,2,Commercial_Loans,1.8768
2015-09-30,2,Commercial_Loans,1.8577
2015-10-31,2,Commercial_Loans,1.6678
2015-11-30,2,Commercial_Loans,1.3649
2015-12-31,2,Commercial_Loans,1.4045
2016-01-31,2,Commercial_Loans,1.3044
2016-02-29,2,Commercial_Loans,1.2685
2016-03-31,2,Commercial_Loans,1.2137
2016-04-30,2,Commercial_Loans,1.2254
2016-05-31,2,Commercial_Loans,1.3847
2016-06-30,2,Commercial_Loans,1.4077
2016-07-31,2,Commercial_Loans,1.3881
2016-08-31,2,Commercial_Loans,1.2629
2016-09-30,2,Commercial_Loans,1.0773
2016-10-31,2,Commercial_Loans,1.0667
2016-11-30,2,Commercial_Loans,1.1112
2016-12-31,2,Commercial_Loans,1.3746
2017-01-31,2,Commercial_Loans,1.3958
2017-02-28,2,Commercial_Loans,1.5192
2017-03-31,2,Commercial_Loans,1.4408
2017-04-30,2,Commercial_Loans,1.2891
2017-05-31,2,Commercial_Loans,1.1875
2017-06-30,2,Commercial_Loans,1.1308
2017-07-31,2,Commercial_Loans,1.4359
2017-08-31,2,Commercial_Loans,1.33
2017-09-30,2,Commercial_Loans,1.4455
2017-10-31,2,Commercial_Loans,1.3281
2017-11-30,2,Commercial_Loans,1.4554
2017-12-31,2,Commercial_Loans,1.496
2018-01-31,2,Commercial_Loans,1.4634
2018-02-28,2,Commercial_Loans,1.45
2018-03-31,2,Commercial_Loans,1.3627
2018-04-30,2,Commercial_Loans,1.4247
2018-05-31,2,Commercial_Loans,1.3659
2018-06-30,2,Commercial_Loans,1.2205
2018-07-31,2,Commercial_Loans,1.0904
2018-08-31,2,Commercial_Loans,1.1594
2018-09-30,2,Commercial_Loans,1.3922
2018-10-31,2,Commercial_Loans,1.4143
2018-11-30,2,Commercial_Loans,1.3987
2018-12-31,2,Commercial_Loans,1.4355
2019-01-31,2,Commercial_Loans,1.593
2019-02-28,2,Commercial_Loans,1.5924
2019-03-31,2,Commercial_Loans,1.5139
2019-04-30,2,Commercial_Loans,1.635
2019-05-31,2,Commercial_Loans,1.654
2019-06-30,2,Commercial_Loans,1.8072
2019-07-31,2,Commercial_Loans,1.77
2019-08-31,2,Commercial_Loans,1.5641
2019-09-30,2,Commercial_Loans,1.3713
2019-10-31,2,Commercial_Loans,1.5812
2019-11-30,2,Commercial_Loans,1.7686
2019-12-31,2,Commercial_Loans,1.6923
2020-01-31,2,Commercial_Loans,1.6022
2020-02-29,2,Commercial_Loans,1.754
2020-03-31,2,Commercial_Loans,1.5651
2020-04-30,2,Commercial_Loans,1.4307
2020-05-31,2,Commercial_Loans,1.507
2020-06-30,2,Commercial_Loans,1.4433
2020-07-31,2,Commercial_Loans,1.4373
2020-08-31,2,Commercial_Loans,1.4127
2020-09-30,2,Commercial_Loans,1.4538
2020-10-31,2,Commercial_Loans,1.6212
2020-11-30,2,Commercial_Loans,1.6004
2020-12-31,2,Commercial_Loans,1.6513
2021-01-31,2,Commercial_Loans,1.361
2021-02-28,2,Commercial_Loans,1.362
2021-03-31,2,Commercial_Loans,1.2645
2021-04-30,2,Commercial_Loans,1.1351
2021-05-31,2,Commercial_Loans,1.0674
2021-06-30,2,Commercial_Loans,1.0771
2021-07-31,2,Commercial_Loans,1.2401
2021-08-31,2,Commercial_Loans,1.1011
2021-09-30,2,Commercial_Loans,1.1509
2021-10-31,2,Commercial_Loans,1.1296
2021-11-30,2,Commercial_Loans,1.1308
2021-12-31,2,Commercial_Loans,1.2965
2022-01-31,2,Commercial_Loans,1.3798
2022-02-28,2,Commercial_Loans,1.5496
2022-03-31,2,Commercial_Loans,1.5092
2022-04-30,2,Commercial_Loans,1.4079
2022-05-31,2,Commercial_Loans,1.3802
2022-06-30,2,Commercial_Loans,1.4144
2022-07-31,2,Commercial_Loans,1.4353
2022-08-31,2,Commercial_Loans,1.297
2022-09-30,2,Commercial_Loans,1.3248
2022-10-31,2,Commercial_Loans,1.3655
2022-11-30,2,Commercial_Loans,1.6836
2022-12-31,2,Commercial_Loans,1.8746
2023-01-31,2,Commercial_Loans,1.699
2023-02-28,2,Commercial_Loans,1.6197
2023-03-31,2,Commercial_Loans,1.4068
2023-04-30,2,Commercial_Loans,1.3339
2023-05-31,2,Commercial_Loans,1.3841
2023-06-30,2,Commercial_Loans,1.5369
2023-07-31,2,Commercial_Loans,1.4273
2023-08-31,2,Commercial_Loans,1.3435
2023-09-30,2,Commercial_Loans,1.0873
2023-10-31,2,Commercial_Loans,1.1153
2023-11-30,2,Commercial_Loans,1.0277
2023-12-31,2,Commercial_Loans,1.0192
2014-01-31,3,Credit_Cards,10.9419
2014-02-28,3,Credit_Cards,10.9247
2014-03-31,3,Credit_Cards,6.5573
2014-04-30,3,Credit_Cards,3.3871
2014-05-31,3,Credit_Cards,9.9425
2014-06-30,3,Credit_Cards,6.9037
2014-07-31,3,Credit_Cards,4.6675
2014-08-31,3,Credit_Cards,10.3301
2014-09-30,3,Credit_Cards,18.221
2014-10-31,3,Credit_Cards,14.6574
2014-11-30,3,Credit_Cards,13.5518
2014-12-31,3,Credit_Cards,14.4138
2015-01-31,3,Credit_Cards,18.8187
2015-02-28,3,Credit_Cards,15.6786
2015-03-31,3,Credit_Cards,14.7926
2015-04-30,3,Credit_Cards,16.6707
2015-05-31,3,Credit_Cards,17.4646
2015-06-30,3,Credit_Cards,16.0577
2015-07-31,3,Credit_Cards,15.4254
2015-08-31,3,Credit_Cards,11.6094
2015-09-30,3,Credit_Cards,11.149
2015-10-31,3,Credit_Cards,10.6608
2015-11-30,3,Credit_Cards,11.5257
2015-12-31,3,Credit_Cards,10.2439
2016-01-31,3,Credit_Cards,11.7767
2016-02-29,3,Credit_Cards,14.5721
2016-03-31,3,Credit_Cards,14.8451
2016-04-30,3,Credit_Cards,15.6045
2016-05-31,3,Credit_Cards,15.5067
2016-06-30,3,Credit_Cards,15.2799
2016-07-31,3,Credit_Cards,13.1877
2016-08-31,3,Credit_Cards,14.0206
2016-09-30,3,Credit_Cards,13.6876
2016-10-31,3,Credit_Cards,19.1186
2016-11-30,3,Credit_Cards,22.6466
2016-12-31,3,Credit_Cards,22.715
2017-01-31,3,Credit_Cards,19.7708
2017-02-28,3,Credit_Cards,16.207
2017-03-31,3,Credit_Cards,19.0262
2017-04-30,3,Credit_Cards,19.1346
2017-05-31,3,Credit_Cards,19.8009
2017-06-30,3,Credit_Cards,14.5802
2017-07-31,3,Credit_Cards,16.8721
2017-08-31,3,Credit_Cards,17.6974
2017-09-30,3,Credit_Cards,14.3461
2017-10-31,3,Credit_Cards,13.0015
2017-11-30,3,Credit_Cards,13.7149
2017-12-31,3,Credit_Cards,13.8043
2018-01-31,3,Credit_Cards,12.9831
2018-02-28,3,Credit_Cards,12.7376
2018-03-31,3,Credit_Cards,12.1282
2018-04-30,3,Credit_Cards,12.6381
2018-05-31,3,Credit_Cards,16.5476
2018-06-30,3,Credit_Cards,9.5016
2018-07-31,3,Credit_Cards,9.2554
2018-08-31,3,Credit_Cards,10.1152
2018-09-30,3,Credit_Cards,11.2017
2018-10-31,3,Credit_Cards,10.4321
2018-11-30,3,Credit_Cards,6.1165
2018-12-31,3,Credit_Cards,7.6866
2019-01-31,3,Credit_Cards,12.7606
2019-02-28,3,Credit_Cards,8.7953
2019-03-31,3,Credit_Cards,11.4993
2019-04-30,3,Credit_Cards,10.8135
2019-05-31,3,Credit_Cards,10.8953
2019-06-30,3,Credit_Cards,8.3748
2019-07-31,3,Credit_Cards,7.9859
2019-08-31,3,Credit_Cards,11.9121
2019-09-30,3,Credit_Cards,13.5688
2019-10-31,3,Credit_Cards,18.0676
2019-11-30,3,Credit_Cards,20.6648
2019-12-31,3,Credit_Cards,21.0707
2020-01-31,3,Credit_Cards,24.8497
2020-02-29,3,Credit_Cards,24.8368
2020-03-31,3,Credit_Cards,25.843
2020-04-30,3,Credit_Cards,23.8064
2020-05-31,3,Credit_Cards,22.9234
2020-06-30,3,Credit_Cards,20.1301
2020-07-31,3,Credit_Cards,22.0296
2020-08-31,3,Credit_Cards,18.0676
2020-09-30,3,Credit_Cards,19.6312
2020-10-31,3,Credit_Cards,18.4929
2020-11-30,3,Credit_Cards,21.0314
2020-12-31,3,Credit_Cards,22.2163
2021-01-31,3,Credit_Cards,26.0815
2021-02-28,3,Credit_Cards,26.7088
2021-03-31,3,Credit_Cards,21.2487
2021-04-30,3,Credit_Cards,20.2723
2021-05-31,3,Credit_Cards,16.5025
2021-06-30,3,Credit_Cards,14.8199
2021-07-31,3,Credit_Cards,18.6152
2021-08-31,3,Credit_Cards,19.7452
2021-09-30,3,Credit_Cards,17.2657
2021-10-31,3,Credit_Cards,14.2106
2021-11-30,3,Credit_Cards,14.1989
2021-12-31,3,Credit_Cards,10.9199
2022-01-31,3,Credit_Cards,9.3956
2022-02-28,3,Credit_Cards,10.596
2022-03-31,3,Credit_Cards,13.8825
2022-04-30,3,Credit_Cards,15.4105
2022-05-31,3,Credit_Cards,9.1986
2022-06-30,3,Credit_Cards,10.3986
2022-07-31,3,Credit_Cards,10.8708
2022-08-31,3,Credit_Cards,12.1901
2022-09-30,3,Credit_Cards,16.5231
2022-10-31,3,Credit_Cards,10.7965
2022-11-30,3,Credit_Cards,9.494
2022-12-31,3,Credit_Cards,11.4141
2023-01-31,3,Credit_Cards,7.4585
2023-02-28,3,Credit_Cards,11.8977
2023-03-31,3,Credit_Cards,12.9952
2023-04-30,3,Credit_Cards,15.2341
2023-05-31,3,Credit_Cards,13.5406
2023-06-30,3,Credit_Cards,15.6391
2023-07-31,3,Credit_Cards,18.1942
2023-08-31,3,Credit_Cards,18.3076
2023-09-30,3,Credit_Cards,18.4137
2023-10-31,3,Credit_Cards,18.6032
2023-11-30,3,Credit_Cards,15.8078
2023-12-31,3,Credit_Cards,15.1646
2014-01-31,4,Securities_Portfolio,0.2241
2014-02-28,4,Securities_Portfolio,0.2598
2014-03-31,4,Securities_Portfolio,0.3387
2014-04-30,4,Securities_Portfolio,0.2237
2014-05-31,4,Securities_Portfolio,0.2164
2014-06-30,4,Securities_Portfolio,0.347
2014-07-31,4,Securities_Portfolio,0.2565
2014-08-31,4,Securities_Portfolio,0.182
2014-09-30,4,Securities_Portfolio,0.2129
2014-10-31,4,Securities_Portfolio,0.2904
2014-11-30,4,Securities_Portfolio,0.278
2014-12-31,4,Securities_Portfolio,0.3803
2015-01-31,4,Securities_Portfolio,0.417
2015-02-28,4,Securities_Portfolio,0.4433
2015-03-31,4,Securities_Portfolio,0.4386
2015-04-30,4,Securities_Portfolio,0.5853
2015-05-31,4,Securities_Portfolio,0.4808
2015-06-30,4,Securities_Portfolio,0.2503
2015-07-31,4,Securities_Portfolio,0.3828
2015-08-31,4,Securities_Portfolio,0.3076
2015-09-30,4,Securities_Portfolio,0.2991
2015-10-31,4,Securities_Portfolio,0.3944
2015-11-30,4,Securities_Portfolio,0.2194
2015-12-31,4,Securities_Portfolio,0.1178
2016-01-31,4,Securities_Portfolio,0.0121
2016-02-29,4,Securities_Portfolio,0.0011
2016-03-31,4,Securities_Portfolio,0.0973
2016-04-30,4,Securities_Portfolio,0.1766
2016-05-31,4,Securities_Portfolio,0.2151
2016-06-30,4,Securities_Portfolio,0.1009
2016-07-31,4,Securities_Portfolio,0.001
2016-08-31,4,Securities_Portfolio,0.0184
2016-09-30,4,Securities_Portfolio,0.0331
2016-10-31,4,Securities_Portfolio,0.123
2016-11-30,4,Securities_Portfolio,0.2109
2016-12-31,4,Securities_Portfolio,0.2291
2017-01-31,4,Securities_Portfolio,0.2955
2017-02-28,4,Securities_Portfolio,0.3002
2017-03-31,4,Securities_Portfolio,0.3293
2017-04-30,4,Securities_Portfolio,0.2466
2017-05-31,4,Securities_Portfolio,0.229
2017-06-30,4,Securities_Portfolio,0.2476
2017-07-31,4,Securities_Portfolio,0.3144
2017-08-31,4,Securities_Portfolio,0.2618
2017-09-30,4,Securities_Portfolio,0.2997
2017-10-31,4,Securities_Portfolio,0.2615
2017-11-30,4,Securities_Portfolio,0.2454
2017-12-31,4,Securities_Portfolio,0.3136
2018-01-31,4,Securities_Portfolio,0.1257
2018-02-28,4,Securities_Portfolio,0.0437
2018-03-31,4,Securities_Portfolio,0.001
2018-04-30,4,Securities_Portfolio,0.001
2018-05-31,4,Securities_Portfolio,0.001
2018-06-30,4,Securities_Portfolio,0.0322
2018-07-31,4,Securities_Portfolio,0.0592
2018-08-31,4,Securities_Portfolio,0.1204
2018-09-30,4,Securities_Portfolio,0.2418
2018-10-31,4,Securities_Portfolio,0.353
2018-11-30,4,Securities_Portfolio,0.3181
2018-12-31,4,Securities_Portfolio,0.4125
2019-01-31,4,Securities_Portfolio,0.3764
2019-02-28,4,Securities_Portfolio,0.2706
2019-03-31,4,Securities_Portfolio,0.2119
2019-04-30,4,Securities_Portfolio,0.0928
2019-05-31,4,Securities_Portfolio,0.0537
2019-06-30,4,Securities_Portfolio,0.0692
2019-07-31,4,Securities_Portfolio,0.1792
2019-08-31,4,Securities_Portfolio,0.3393
2019-09-30,4,Securities_Portfolio,0.1967
2019-10-31,4,Securities_Portfolio,0.2401
2019-11-30,4,Securities_Portfolio,0.1512
2019-12-31,4,Securities_Portfolio,0.2128
2020-01-31,4,Securities_Portfolio,0.2078
2020-02-29,4,Securities_Portfolio,0.0601
2020-03-31,4,Securities_Portfolio,0.1829
2020-04-30,4,Securities_Portfolio,0.1452
2020-05-31,4,Securities_Portfolio,0.1229
2020-06-30,4,Securities_Portfolio,0.0609
2020-07-31,4,Securities_Portfolio,0.0495
2020-08-31,4,Securities_Portfolio,0.1326
2020-09-30,4,Securities_Portfolio,0.1427
2020-10-31,4,Securities_Portfolio,0.1941
2020-11-30,4,Securities_Portfolio,0.2355
2020-12-31,4,Securities_Portfolio,0.3477
2021-01-31,4,Securities_Portfolio,0.291
2021-02-28,4,Securities_Portfolio,0.1524
2021-03-31,4,Securities_Portfolio,0.2639
2021-04-30,4,Securities_Portfolio,0.2291
2021-05-31,4,Securities_Portfolio,0.3255
2021-06-30,4,Securities_Portfolio,0.3358
2021-07-31,4,Securities_Portfolio,0.3
2021-08-31,4,Securities_Portfolio,0.3138
2021-09-30,4,Securities_Portfolio,0.4598
2021-10-31,4,Securities_Portfolio,0.5799
2021-11-30,4,Securities_Portfolio,0.5001
2021-12-31,4,Securities_Portfolio,0.4479
2022-01-31,4,Securities_Portfolio,0.4863
2022-02-28,4,Securities_Portfolio,0.3524
2022-03-31,4,Securities_Portfolio,0.3517
2022-04-30,4,Securities_Portfolio,0.3208
2022-05-31,4,Securities_Portfolio,0.3265
2022-06-30,4,Securities_Portfolio,0.2335
2022-07-31,4,Securities_Portfolio,0.0998
2022-08-31,4,Securities_Portfolio,0.001
2022-09-30,4,Securities_Portfolio,0.001
2022-10-31,4,Securities_Portfolio,0.001
2022-11-30,4,Securities_Portfolio,0.0124
2022-12-31,4,Securities_Portfolio,0.2326
2023-01-31,4,Securities_Portfolio,0.3273
2023-02-28,4,Securities_Portfolio,0.2233
2023-03-31,4,Securities_Portfolio,0.2561
2023-04-30,4,Securities_Portfolio,0.2169
2023-05-31,4,Securities_Portfolio,0.1978
2023-06-30,4,Securities_Portfolio,0.2233
2023-07-31,4,Securities_Portfolio,0.2792
2023-08-31,4,Securities_Portfolio,0.2399
2023-09-30,4,Securities_Portfolio,0.3292
2023-10-31,4,Securities_Portfolio,0.2095
2023-11-30,4,Securities_Portfolio,0.2169
2023-12-31,4,Securities_Portfolio,0.4419
